,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
112,"18 Viamede Cres, Toronto, ON, M2K 2A8",Detached,,,,,,,4+2,7.0,,,,8.0,2.0,182.83000000000004,,,,"$3,698,000"
113,"4 RAVENSCROFT CIRC, Toronto, Ontario, M2K 1W9",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,6.0,"Public Transit, Schools",55 x 100.95 FT ; Lot Widens To 70',Garage,8.0,2.0,,Ravine,,,"$3,588,000"
114,"59 EDGEVALLEY DR, Toronto, Ontario, M9A 4P2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,4.0,,66 x 163 FT,Attached garage,8.0,2.0,113.67000000000002,,,,"$3,299,999"
115,"60 SOUTHWELL DR, Toronto, Ontario, M3B 2N9",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+2,7.0,,70 x 123 FT,Garage,7.0,2.0,168.32000000000005,,,,"$2,999,800"
116,"29 WOODLAWN AVE W, Toronto, Ontario, M4V 1G6",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,5.0,,19.52 x 176.5 FT,,2.0,3.0,,,,,"$2,995,000"
117,"5 SHAND AVE, Toronto, Ontario, M8X 1T4",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",110 x 43.5 FT,Attached garage,6.0,2.0,133.19,Ravine,,,"$2,650,000"
118,"632 INDIAN Road, Toronto, Ontario, M6P 2C6",Multiplex,Fourplex,,Brick,Yes,,Multi-family,,,"Public Transit, Park",,Detached garage,6.0,,,"Park setting, Park/reserve, Paved driveway",,,"$2,575,000"
119,"59 EDEN VALLEY DR, Toronto, Ontario, M9A 4Z5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,5.0,"Park, Public Transit, Schools",39.64 x 184.91 FT ; Back Width 82Ft. Large Pie Shape,Detached garage,8.0,2.0,223.61,Wooded area,,,"$2,499,000"
120,"38 FAIRVIEW BLVD, Toronto, Ontario, M4K 1L9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,"Hospital, Park, Public Transit, Schools",34.91 x 83 FT,,2.0,2.0,110.82999999999998,,,,"$2,399,000"
121,"571 DOVERCOURT RD, Toronto, Ontario, M6H 2W5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,5,4.0,"Public Transit, Schools",23.92 x 125 FT,Detached garage,2.0,3.0,131.45,Lane,,Community Centre,"$2,386,000"
122,"1 SHADETREE CRES, Toronto, Ontario, M9C 1W9",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,5.0,,64.99 x 119.1 FT,Attached garage,5.0,2.0,208.13,,,,"$2,288,888"
123,"107 Howard Park Ave, Toronto, ON, M6R 1V7",Detached,,,,,,,3+2,4.0,,,,3.0,4.0,,,,,"$2,199,990"
124,"36 GARNIER CRT, Toronto, Ontario, M2M 4C9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+3,4.0,"Hospital, Park, Public Transit",60 x 125 FT ; Large Lt-Landscapted/Quiet Private Bcky,Attached garage,6.0,2.0,,"Cul-de-sac, Ravine",,,"$2,088,000"
125,"544 DOUGLAS AVE, Toronto, Ontario, M5M 1H5",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4+1,5.0,"Public Transit, Schools",40 x 109 FT,Garage,6.0,2.0,175.49,,,Community Centre,"$2,078,000"
126,"176 GREENFIELD AVE, Toronto, Ontario, M2N 3C9",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4+2,6.0,,50 x 120 FT,Attached garage,6.0,2.0,164.87,,,,"$1,999,000"
127,"2 GRIMSBY CRT, Toronto, Ontario, M9A 2A5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,2.0,,66.4 x 244 FT ; Irregular 179.8 244,Attached garage,6.0,1.0,120.67,,,,"$1,999,000"
128,"127 Homewood Ave, Toronto, ON, M2M 1K2",Detached,,,,,,,5+1,7.0,,,,4.0,2.0,198.25,,,,"$1,999,000"
129,"12 DELORAINE AVE, Toronto, Ontario, M5M 2A7",Detached,House,,"Brick, Stucco",Yes,Freehold,Single Family,3,3.0,,25 x 125 FT,,2.0,2.0,131.42,,,,"$1,998,000"
130,"48 THIRTY SIXTH  ST, Toronto, Ontario, M8W 3K9",Detached,House,Finished,Stone,Yes,Freehold,Single Family,4,5.0,,17.53 x 17.37 M,Attached garage,3.0,2.0,128.91,,,,"$1,998,000"
131,"718 MARLEE AVE, Toronto, Ontario, M6B 3J7",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,3+1,4.0,"Park, Public Transit, Schools",25 x 150 FT,Garage,3.0,2.0,130.61,,,,"$1,970,000"
132,"44-A MORNINGSIDE AVE, Toronto, Ontario, M6S 1C5",Detached,House,Finished,"Brick, Stone",,Freehold,Single Family,4,5.0,"Hospital, Park, Public Transit, Schools","22.34 x 90 FT ; Designated Part 2, Plan 66R29547",Garage,2.0,3.0,159.74,,,,"$1,880,000"
133,"85 SWEENEY DR, Toronto, Ontario, M4A 1T6",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,4.0,"Park, Public Transit, Schools","73.02 x 118.41 FT ; West 118.51',East 130.71'",Attached garage,6.0,2.0,172.53000000000003,,,,"$1,799,000"
134,"449 RUTH AVE, Toronto, Ontario, M2M 2J4",Detached,House,Finished,Stucco,,Freehold,Single Family,3+2,3.0,"Park, Public Transit, Schools",50 x 150 FT ; Clean-Regular/South Exp Lot:50X150Ft,Attached garage,5.0,1.0,95.99,,,,"$1,750,000"
135,"74 CONCORD AVE, Toronto, Ontario, M6H 2P1",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,5.0,,18 x 92 FT,,,3.0,102.99,,,,"$1,699,900"
136,"18 DEWLANE DR, Toronto, Ontario, M2R 2P8",Detached,House,,Brick,,Freehold,Single Family,7+1,4.0,,56.83 x 132 FT,Garage,5.0,2.0,1676.16,,,,"$1,699,000"
137,"25 BELMONT ST, Toronto, Ontario, M5R 1P9",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,2+1,2.0,,14 x 72 FT,,2.0,2.0,97.88,,,,"$1,698,999"
138,"191 MCKEE AVE, Toronto, Ontario, M2N 4C6",Detached,House,Finished,Brick,,Freehold,Single Family,4,3.0,"Public Transit, Schools",50 x 138.5 FT,Detached garage,6.0,2.0,140.24,,,Community Centre,"$1,659,000"
139,"4 ALHAMBRA AVE, Toronto, Ontario, M6R 2S3",Semi-Detached,House,Unfinished,Brick,Yes,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",22.5 x 95 FT,,,2.0,73.44,,,,"$1,599,900"
140,"261 CASTLEFIELD AVE, Toronto, Ontario, M4R 1G6",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,"Hospital, Park, Public Transit, Schools",20 x 134 FT,,1.0,2.0,104.73,,,,"$1,589,900"
141,"1566 MOUNT PLEASANT RD, Toronto, Ontario, M4N 2V3",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,3,3.0,"Hospital, Park, Public Transit, Schools",39.5 x 50 FT ; Rt Of Way N Side,Garage,4.0,3.0,75.57999999999998,,,,"$1,530,000"
142,"123 ALMORE AVE, Toronto, Ontario, M3H 2H7",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,3+2,3.0,,62.42 x 109 FT,Attached garage,5.0,1.0,108.85,,,,"$1,500,000"
143,"24 Deepglade Cres, Toronto, ON, M2J 1B4",Detached,,,,,,,4,3.0,,,,6.0,2.0,117.28,,,,"$1,499,900"
144,"69 OAKMOUNT RD, Toronto, Ontario, M6P 2M3",Multiplex,Fourplex,,Brick,Yes,,Single Family,7,6.0,"Park, Public Transit, Schools",44 x 120 FT,Detached garage,8.0,,,,,,"$1,499,000"
145,"13 BELMONT ST, Toronto, Ontario, M5R 1P9",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,2,3.0,"Park, Public Transit",15.85 x 33 FT,,,3.0,69.32,,,,"$1,495,000"
146,"43 WALES AVE, Toronto, Ontario, M5T 1J3",Semi-Detached,House,Unfinished,Brick,,Freehold,Single Family,3+1,2.0,,16.5 x 140 FT,Detached garage,1.0,,,,,,"$1,490,000"
147,"11 DONNALYN DR, Toronto, Ontario, M2R 2R7",Detached,House,Unfinished,Brick,,Freehold,Single Family,4,3.0,"Park, Public Transit, Schools",50 x 120 FT,Attached garage,6.0,2.0,89.75,,,Community Centre,"$1,489,000"
148,"6 FAIRFIELD AVE, Toronto, Ontario, M8V 2H9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,4.0,,25 x 125 FT,Attached garage,3.0,2.0,127.96,,,,"$1,488,000"
149,"13 FULTON AVE, Toronto, Ontario, M4K 1X6",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,4.0,,24.25 x 119 FT,,2.0,2.0,130.91,Lane,,,"$1,449,000"
150,"61 JOANITH DR, Toronto, Ontario, M4B 1S8",Detached,House,Finished,Stucco,,Freehold,Single Family,4,4.0,,29.99 x 105 FT,,1.0,2.0,142.91,,,,"$1,389,000"
151,"30 GAUDI RD, Toronto, Ontario, M1B 0B4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,5.0,"Hospital, Park, Public Transit, Schools",42.16 x 104.36 FT,Garage,6.0,2.0,178.23999999999995,,,,"$1,388,800"
152,"63 George Henry Blvd, Toronto, ON, M2J 1E5",Detached,,,,,,,3+1,3.0,,,,4.0,2.0,108.52,,,,"$1,368,000"
153,"251 Bowood Ave, Toronto, ON, M4N 1Y7",Semi-Detached,,,,,,,3,2.0,,,,1.0,2.0,79.19,,,,"$1,299,000"
154,"324 BEECH AVE, Toronto, Ontario, M4E 3J3",Semi-Detached,House,,Brick,Yes,Freehold,Single Family,3,4.0,,22.01 x 100.36 FT,,1.0,2.0,131.61,,,,"$1,299,000"
155,"35 KEMPSELL CRES, Toronto, Ontario, M2J 2Z6",Detached,House,Finished,"Aluminum siding, Brick",Yes,Freehold,Single Family,3+1,2.0,,"105 x 73 FT ; Irregular:124.92,88.07,105.19,48.54(Ft.)",Garage,3.0,2.0,82.77000000000002,,,,"$1,298,800"
156,"352 RANEE AVE, Toronto, Ontario, M6A 1N8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,"Hospital, Public Transit, Schools",40 x 130 FT,Detached garage,6.0,2.0,89.83,,,,"$1,289,000"
157,"49 UNSWORTH AVE, Toronto, Ontario, M5M 3C4",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,,17.68 x 105.66 FT,,1.0,6.0,95.21,,,,"$1,275,000"
158,"55 ATHABASKA AVE, Toronto, Ontario, M2M 2T8",Detached,House,Finished,Brick,,Freehold,Single Family,2+1,2.0,"Park, Public Transit, Schools",40 x 122.5 FT,,4.0,1.0,50.8,,,,"$1,250,000"
159,"34 SAMBA DR, Toronto, Ontario, M9M 2N1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,1.0,,41.6 x 129.85 FT,Detached garage,8.0,1.0,64.47,,,,"$1,249,900"
160,"147 CLIFTON AVE, Toronto, Ontario, M3H 4L4",Detached,House,Finished,,,Freehold,Single Family,2+3,3.0,"Park, Public Transit",52.21 x 115 FT,Garage,5.0,1.0,,,,Community Centre,"$1,239,000"
161,"139 CHRISTIE ST, Toronto, Ontario, M6G 3B3",Detached,House,,Brick,,Freehold,Single Family,2,1.0,"Park, Public Transit, Schools",17.17 x 130 FT,Detached garage,1.0,,,Lane,,School Bus,"$1,236,000"
162,"216 EVELYN AVE, Toronto, Ontario, M6P 2Z9",Detached,House,Partially finished,Brick,,Freehold,Single Family,4+1,3.0,,26.08 x 120 FT,Detached garage,3.0,2.0,86.14000000000001,,,,"$1,199,000"
163,"166 NEVILLE PARK BLVD, Toronto, Ontario, M4E 3P8",Detached,House,Unfinished,Brick,,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",30 x 134.33 FT,Garage,2.0,2.0,90.51,Cul-de-sac,,,"$1,195,000"
164,"52 SPALDING RD, Toronto, Ontario, M3K 1J9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,,41.49 x 132 FT ; As Per Existing Survey,,8.0,2.0,103.78000000000002,,,,"$1,190,000"
165,"98 HOME RD, Toronto, Ontario, M3K 1M3",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,,57.04 x 132 FT,Detached garage,7.0,1.0,,,,,"$1,158,000"
166,"219 PATRICIA AVE, Toronto, Ontario, M2M 1J7",Detached,House,Finished,Brick,,Freehold,Single Family,2+1,2.0,"Park, Public Transit, Schools",40 x 132 FT,Detached garage,6.0,1.0,55.07000000000001,Conservation/green belt,,,"$1,148,800"
167,"783 ADELAIDE ST W, Toronto, Ontario, M6J 1B3",Semi-Detached,House,Unfinished,"Aluminum siding, Brick",,Freehold,Single Family,3,2.0,"Park, Public Transit",11.5 x 100 FT,,1.0,2.0,63.87,Lane,,Community Centre,"$1,129,000"
168,"5 BISLEY ST, Toronto, Ontario, M4M 2R1",Townhouse,Row / Townhouse,,Brick,,Freehold,Single Family,3,2.0,"Public Transit, Schools",13 x 73.9 FT,,,3.0,141.57,,,,"$1,100,000"
169,"14 YORE RD, Toronto, Ontario, M6M 1W5",Detached,House,Unfinished,,,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",39.25 x 116 FT,,3.0,2.0,,Level lot,,,"$1,099,900"
170,"227 WOBURN AVE, Toronto, Ontario, M5M 1L1",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,"Public Transit, Schools",18.08 x 93.66 FT,,1.0,2.0,90.11,,,,"$1,089,000"
171,"171 GOLFVIEW AVE, Toronto, Ontario, M4E 2K6",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",19.25 x 122.25 FT,,1.0,2.0,,Ravine,,Community Centre,"$1,089,000"
172,"2217 WARDEN AVE, Toronto, Ontario, M1T 1V5",Semi-Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4,4.0,,25 x 136.91 FT,Garage,8.0,2.0,112.6,,,,"$1,050,000"
173,"1C CONRON PLACE PL, Toronto, Ontario, M9N 1M3",Detached,House,Finished,"Brick, Stone",,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",30.9 x 85 FT,Attached garage,2.0,3.0,,,,,"$999,000"
174,"99 HOLLAND PARK AVE, Toronto, Ontario, M6E 1L5",Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,25 x 100 FT,Detached garage,1.0,3.0,,,,,"$999,000"
175,"28 VERRAL AVE, Toronto, Ontario, M4M 2R4",Duplex,Duplex,Finished,"Aluminum siding, Brick",,,Single Family,3,2.0,"Park, Public Transit, Schools",19 x 100 FT,,,3.0,125.28,,,Community Centre,"$999,000"
176,"35 GLADYS RD, Toronto, Ontario, M1C 1C7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,4.0,,47 x 217.83 FT,Garage,4.0,2.0,85.85,,,,"$999,000"
177,"41 BRISTOL AVE, Toronto, Ontario, M6H 3J8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,,22.51 x 134 FT,,,2.0,81.11,,,,"$999,000"
178,"163 SILVERSTONE DR, Toronto, Ontario, M9V 3H1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,"Hospital, Park, Public Transit, Schools",38 x 99.35 FT,Attached garage,4.0,3.0,82.72,,,,"$989,900"
179,"282 RYDING AVE, Toronto, Ontario, M6N 1H5",Detached,House,,"Stone, Stucco",,Freehold,Single Family,3+2,4.0,"Park, Public Transit, Schools",25 x 160 FT,,3.0,2.0,162.60000000000005,Lane,,Community Centre,"$989,000"
180,"2264 GERRARD ST E, Toronto, Ontario, M4E 2E1",Townhouse,Row / Townhouse,,Brick,,Freehold,Single Family,3,3.0,,13.75 FT,Attached garage,1.0,3.0,,,,,"$899,999"
181,"48 MOOREGATE AVE, Toronto, Ontario, M1K 3V7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,2.0,"Park, Public Transit, Schools",34.84 x 116 FT ; Pie Shaped 60Ft Back,Carport,4.0,1.0,94.99,,,,"$899,900"
182,"73 FIFTH ST, Toronto, Ontario, M8V 2Z1",Semi-Detached,House,Partially finished,Brick,Yes,Freehold,Single Family,3,2.0,"Hospital, Park, Public Transit, Schools",19.96 x 123 FT,,1.0,2.0,,,,,"$899,000"
183,"1447 DAVENPORT RD, Toronto, Ontario, M6H 2H6",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",18.18 x 127.5 FT,,,4.0,67.03,Lane,,,"$899,000"
184,"11 MINOS CRES, Toronto, Ontario, M1G 3P8",Detached,House,Finished,,Yes,Freehold,Single Family,4+1,2.0,,55 x 99 FT,Attached garage,6.0,1.0,182.77,,,,"$889,900"
185,"183 PHYLLIS AVE, Toronto, Ontario, M1M 1Y7",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",64 x 100 FT,Detached garage,4.0,2.0,59.36,,,Community Centre,"$849,900"
186,"37 PORTER CRES, Toronto, Ontario, M1P 1E8",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,1.0,"Public Transit, Schools",39.99 x 125 FT,Detached garage,8.0,,,,,,"$810,000"
187,"325 SALEM AVE, Toronto, Ontario, M6H 3C8",Townhouse,Row / Townhouse,Unfinished,Brick,Yes,Freehold,Single Family,2,1.0,"Hospital, Park, Public Transit, Schools",15.33 x 138 FT,,,2.0,62.06,,,,"$799,900"
188,"45 HARDWICK CRT, Toronto, Ontario, M9C 4G5",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",45 x 122.5 FT ; Survey Available,Attached garage,4.0,2.0,64.19999999999999,Conservation/green belt,,,"$799,900"
189,"308 DONLANDS AVE, Toronto, Ontario, M4J 3R6",Semi-Detached,House,,Brick,,Freehold,Single Family,2+1,2.0,,28 x 111.5 FT,Detached garage,2.0,1.0,66.91,Lane,,,"$799,900"
190,"21 CLIFF ST, Toronto, Ontario, M6N 4L7",Detached,House,Finished,"Aluminum siding, Wood",,Freehold,Single Family,3,2.0,"Park, Public Transit",30 x 123.83 FT,,2.0,2.0,128.26999999999998,,,,"$799,900"
191,"19 CHECKERS CRT, Toronto, Ontario, M3N 1P9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,1.0,"Park, Public Transit, Schools",50 x 150 FT,,2.0,1.0,,Cul-de-sac,,,"$799,888"
192,"983 WESTON RD, Toronto, Ontario, M6N 3R9",Detached,House,Finished,Stucco,,Freehold,Single Family,3+2,3.0,,23.45 x 98.75 FT,,2.0,2.0,93.68,,,,"$799,000"
193,"3 WINSTON PARK BLVD, Toronto, Ontario, M3K 1B8",Detached,House,Finished,Brick,,Freehold,Single Family,4+1,4.0,,52.25 x 104.67 FT,Detached garage,5.0,2.0,101.53000000000002,,,,"$799,000"
194,"#3 -50 THOMAS MULHOLLAND DR, Toronto, Ontario, M3K 0B5",Townhouse,Row / Townhouse,Finished,"Brick, Stucco",,Freehold,Single Family,3+1,3.0,"Hospital, Park, Public Transit, Schools",12.83 x 58.09 FT,Garage,1.0,3.0,,Conservation/green belt,,,"$799,000"
195,"68 Bimini Cres, Toronto, ON, M3N 1R9",Detached,,,,,,,3,2.0,,,,3.0,2.0,72.23,,,,"$799,000"
196,"#6 -1255 BRIDLETOWNE CIRC, Toronto, Ontario, M1W 0A5",Townhouse,Row / Townhouse,Partially finished,Brick,,Freehold,Single Family,3,3.0,"Hospital, Park, Public Transit, Schools",19.52 x 33.92 FT,,1.0,3.0,94.75,,,Community Centre,"$799,000"
197,"47 DE JONG ST, Toronto, Ontario, M1P 0C2",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,3+1,3.0,"Park, Schools",13.78 x 90.22 FT,Attached garage,2.0,3.0,,,,,"$799,000"
198,"8826 SHEPPARD AVE E, Toronto, Ontario, M1B 6J4",Townhouse,Row / Townhouse,Unfinished,Aluminum siding,,Freehold,Single Family,4,4.0,,22.97 x 85.3 FT,Garage,4.0,3.0,303.6399999999999,,,,"$799,000"
199,"12 HILDENBORO SQ, Toronto, Ontario, M1W 1Y3",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,2.0,"Park, Public Transit, Schools",30.78 x 104 FT,Attached garage,4.0,1.0,92.28,,,,"$799,000"
200,"15 PORTICO DR, Toronto, Ontario, M1G 3R4",Detached,House,Partially finished,Brick,,Freehold,Single Family,3+2,3.0,"Hospital, Park, Public Transit, Schools",50 x 158.81 FT ; 50.02 X 149.46 X 92.38 X 79.95 X 168.39,Attached garage,4.0,,,,,,"$798,000"
201,"64 STANSBURY CRES, Toronto, Ontario, M1K 4R6",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,,40 x 125 FT,Carport,3.0,1.0,77.47999999999998,,,,"$749,000"
202,"15 JUSTICE GDNS, Toronto, Ontario, M9N 1M3",Detached,House,,"Brick, Stone",,Freehold,Single Family,2,2.0,,15.8 x 44 FT,Attached garage,1.0,3.0,,,,,"$739,000"
203,"36 JIM BAIRD MEWS, Toronto, Ontario, M3L 0C6",Townhouse,Row / Townhouse,,Brick,Yes,Freehold,Single Family,3,3.0,,30.74 x 60 FT,Garage,2.0,2.0,81.76,,,,"$699,000"
204,"440 SCARBOROUGH RD, Toronto, Ontario, M4E 3N2",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,1+1,3.0,,18.5 x 90 FT,,2.0,1.0,74.64,,,,"$699,000"
205,"66 KENHATCH BLVD, Toronto, Ontario, M1S 3Y1",Semi-Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",20 x 110 FT,Attached garage,3.0,2.0,87.11,,,,"$699,000"
206,"17 PURVIS CRES, Toronto, Ontario, M1B 1H8",Semi-Detached,House,,Stucco,,Freehold,Single Family,3+2,3.0,,29.05 x 109.91 FT,Attached garage,3.0,2.0,93.28,,,,"$649,999"
207,"48 GREENDOWNS DR, Toronto, Ontario, M1M 2G7",Detached,House,,Brick,,Freehold,Single Family,3,4.0,,45.08 x 128.12 FT,Garage,4.0,,,,,,"$649,000"
208,"236 RUSSELL HILL RD, Toronto, Ontario, M4V 2T2",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,6+1,6.0,"Park, Public Transit",70 x 173 FT ; 169' On South Side,Detached garage,7.0,3.0,,Ravine,,,"$5,000,000"
209,"83 LYNDHURST AVE, Toronto, Ontario, M5R 2Z8",Detached,House,Partially finished,Stone,,Freehold,Single Family,5,7.0,,60.01 x 199 FT,Detached garage,5.0,3.0,,,,,"$4,800,000"
210,"282 MAPLEHURST AVE, Toronto, Ontario, M2N 3C4",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,7.0,,50 x 120 FT,Garage,4.0,2.0,,,,,"$4,200,000"
211,"16 BERKINSHAW CRES, Toronto, Ontario, M3B 2T2",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,7.0,,55 x 120 FT,Garage,6.0,2.0,,,,,"$4,200,000"
212,"152 HADDINGTON AVE, Toronto, Ontario, M5M 2P6",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,7.0,"Park, Public Transit, Schools","40 x 130 FT ; Reg Lot! Pool, Elevator, Heated D/Way",Garage,6.0,2.0,,Level lot,,,"$3,500,000"
213,"92 PLEASANT AVE AVE, Toronto, Ontario, M2M 1L9",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+2,7.0,"Park, Public Transit, Schools",50 x 132 FT,Garage,6.0,2.0,218.91000000000003,,,,"$3,188,000"
214,"127 South  Dr, Toronto, ON, M4W 1R9",Detached,,,,,,,6,4.0,,,,2.0,6.0,236.08000000000004,,,,"$3,050,000"
215,"12 BURNCREST DR, Toronto, Ontario, M5M 2Z3",Detached,House,Finished,"Brick, Wood",Yes,Freehold,Single Family,4+1,6.0,,40 x 115 FT,Garage,3.0,2.0,152.02,,,,"$2,949,000"
216,"65 HAMMERSMITH AVE, Toronto, Ontario, M4E 2W3",Detached,House,Finished,Wood,,Freehold,Single Family,3+1,4.0,"Park, Public Transit, Schools",25 x 100 FT,Carport,2.0,3.0,161.27,,,,"$2,749,000"
217,"23 Summerhill, Toronto, ON, M4T 1A9",Townhouse,,Finished,Brick,,,,2,4.0,"Park, Public Transit",21.39 FT,Detached garage,,3.0,,,,,"$2,700,000"
218,"116 HOLLYWOOD AVE, Toronto, Ontario, M2N 3K3",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",30 x 131.46 FT,Detached garage,5.0,2.0,187.07,,,,"$2,688,000"
219,"30 ALMONT RD, Toronto, Ontario, M3H 3E3",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,6.0,Public Transit,40 x 125 FT,Attached garage,3.0,2.0,148.09000000000003,,,,"$2,295,000"
220,"147 BANFF RD, Toronto, Ontario, M4P 2P8",Detached,House,Finished,Stone,Yes,Freehold,Single Family,3+1,5.0,,26 x 100 FT,,2.0,2.0,172.13000000000005,,,,"$2,289,000"
221,"114 THREE VALLEYS DR, Toronto, Ontario, M3A 3B9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,4.0,Park,60 x 128.27 FT,Attached garage,6.0,2.0,,"Wooded area, Ravine",,,"$2,288,000"
222,"28 PLAYTER  BLVD, Toronto, Ontario, M4K 2W2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,2.0,"Park, Public Transit, Schools",35 x 110 FT,Detached garage,4.0,2.0,106.96,,,,"$2,199,000"
223,"137 SEARLE AVE, Toronto, Ontario, M3H 4B1",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4,5.0,,52.4 x 115 FT,Garage,7.0,2.0,180.52,,,,"$2,195,000"
224,"2 Alderbrook Dr, Toronto, ON, M3B 1E4",Detached,,,,,,,4+2,3.0,,,,6.0,2.0,162.64,,,,"$2,188,000"
225,"3 Twyford CRT, Toronto, ON, M9A 1W7",Detached,,Finished,"Brick, Stone",,,,2+1,4.0,,50.5 x 122 FT ; 150 Ft Rear 107 Ft South,Attached garage,6.0,,,,,,"$2,098,000"
226,"355 DOVERCOURT RD, Toronto, Ontario, M6J 3E5",Semi-Detached,House,,Brick,,Freehold,Single Family,4+2,3.0,,18.17 x 100 FT,Attached garage,4.0,2.0,122.92,,,,"$2,049,000"
227,"48 BELCOURT RD, Toronto, Ontario, M4S 2T9",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,3,3.0,"Park, Public Transit, Schools",25 x 125 FT,,1.0,2.0,87.16999999999999,,,,"$1,999,900"
228,"600 WINONA DR, Toronto, Ontario, M6C 3V4",Detached,House,Finished,Stucco,,Freehold,Single Family,4,4.0,"Park, Public Transit, Schools",25 x 135 FT,Attached garage,3.0,2.0,102.77,,,,"$1,999,000"
229,"157 ROSLIN AVE, Toronto, Ontario, M4N 1Z5",Duplex,Duplex,Partially finished,Brick,,,Single Family,4,3.0,,60 x 64.79 FT,Attached garage,4.0,1.0,66.68,,,,"$1,988,000"
230,"157 ROSLIN AVE, Toronto, Ontario, M4N 1Z5",Fourplex,Multi-Family,,,,,Multi-family,,,,60 x 64.79 FT,,,,,,,,"$1,988,000"
